id,name,description,alcohol,glass_id,technique_id,image
197,クイーン・エリザベス,名前は豪華客船のクイーン・エリザベス号から。香りが複雑に絡み合い、香りが豊かで程良い甘みがあり、優雅な印象のカクテル。,度数 約 28 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_queen_elizabeth_01.jpg
198,ジャック・ローズ,アップルブランデーのカルバドスをベースにした、アメリカ生まれの真っ赤なカクテル。アメリカではカルバドスのことを「アップル・ジャック」と呼ぶことが多く、“アップルジャックで作ったバラ（ローズ）のような色合いカクテル”というのが名前の由来。口当たりがよくて甘味があり、飲みやすい。カクテル言葉は「恐れを知らない元気な冒険者」。,度数 約 20 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_jack_rose_01.jpg
199,アップル・カー,世界的人気のカクテルであるサイドカーのベースを、コニャックからカルバドスに代えて作るカクテル。さっぱりとしていながらも、カルバドスの持つコクにインパクトがある。,度数 強い (25度以上),1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_apple_car_01.jpg
200,ノーベンバー・グリーン,深みのある緑色で、秋を感じるような色合いで、アップルブランデーがまろやかになったような風味を感じる。毛利隆雄氏の創作。,度数 約 28 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_november_green_01.jpg
201,トーピード,名前は魚雷の意味。アルコールの強さがガツンと来る。アップルブランデーの風味をダイレクトに感じる味わい。,度数 強い (25度以上),1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_torpedo_01.jpg
202,ファーマーズ・ワイフ,名前は直訳すると農民の妻。アルコール度数は高いが、フルーティで飲みやすい。,度数 約 32 %,1,2,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_farmers_wife_01.jpg
203,ホイスト,名前はカードゲームの「ホイスト」から名付けられたと言われている。スイートベルモットの甘い香りとアップルブランデーのフルーティな香りが調和したカクテル。,度数 約 30 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_whist_01.jpg
204,マリブ・パイン,パイナップルとマリブの相性は抜群で、マリブを代表するカクテル。トロピカルな風味が好きな方にぴったり。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_malibu_pineapple_01.jpg
205,マリブ・コーラ,コーラの爽快感の中に、ほんのりとマリブの特徴のココナッツの香りを感じられる、夏にぴったりのカクテル。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_malibu_cola_01.jpg
206,マリブ・ピニャコラーダ,カリブ海生まれのカクテル「ピニャ・コラーダ」のココナッツミルクを、「マリブ」で作ったカクテル。,度数 弱い (8度以下),5,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_malibu_pina_colada_01.jpg?v=2
207,カルーア・コラーダ,フロリダ生まれのカクテル「ピニャ コラーダ」にカルーアを加えたもの。ココナッツのコクと香ばしいカルーアの香りの相性が良い。,度数 弱い (8度以下),5,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_kahlua_colada_01.jpg?v=2
208,マリブサーフ,マリブが提案する、サーファーにお勧めな夏のカクテル。色鮮やかなブルーで、夏の海辺で飲みたい。爽やかな飲み口にココナッツの甘い香りとブルーキュラソーの酸味が絶妙にマッチした味わい。アルコールを感じない味で飲みやすい。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_malibu_surf_01.jpg
209,マリブ・オレンジ,ちょっと甘めのフルーツカクテルで、ココナッツの濃厚な香り。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_malibu_orange_01.jpg
210,マリブ・アップル,ココナッツ風味のアップルジュースのような味わい。とても甘口でアルコールを感じさせず、飲みやすい。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_malibu_apple_01.jpg
211,スイート・ハート,Asmah Bte Haji Saman氏の創作。1991年 第2回 アジア パシフィック バーテンダー オブ ザ イヤー カクテル コンペティション 優勝を受賞。甘くクリーミーで、まるでデザートを食べているかのような気分になるカクテル。,,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_sweet_heart_01.jpg
212,バウンティ・ハンター,驚くほど繊細でバランスの取れた味わい。,,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_bounty_hunter-02_01.jpg
213,バウンティ・ハンター,マリブとカルーアとカカオリキュールの甘みが合わさったことで、とても甘口。ココナッツ・チョコ・コーヒーミルクのような味わい。,,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_bounty_hunter-03_01.jpg
214,マリブ・スノー,甘く飲みやすい。マリブが提案する夏のサーフィンカクテル。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_malibu_snow_01.jpg
215,ミドリ・コラーダ,メロンの風味が豊かな、色合いの美しいカクテル。フロリダ生まれのカクテル「ピニャ・コラーダ」に一味加えたカラー･ピニャ・コラーダ。,度数 弱い (8度以下),5,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_midori_colada_01.jpg?v=2
216,チチ,ハワイアンカクテルの「チチ」でウォッカとココナッツミルクを使わずにマリブで代用したレシピ。トロピカルで甘くフルーティな味わい。,度数 弱い (8度以下),9,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_chi_chi-02_01.jpg
217,マリブ・ジンジャー,程良い甘さで、さっぱりとした味わい。,度数 約 weak %,4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_malibu_ginger_01.jpg
218,マリブ・グリーンティー,マリブの風味を緑茶がスッキリとした味わいに仕上げたカクテル。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_malibu_green_tea_01.jpg
219,ブルー・コラーダ,トロピカルな雰囲気を醸し出し、甘くフルーティーな味わい。,度数 弱い (8度以下),5,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_blue_colada_01.jpg
220,マリブ・マンゴー,マリブの甘さとマンゴージュースの甘さを感じ、トロリとした口当たりで甘くフルーティな味わい。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_malibu_mango_01.jpg
221,カルーア・ミルク,1970年代頃からアメリカのボストンで、特に女性に受けて大ブレイクした甘いカクテル。コーヒーミルクのような味わい。スイーツ感覚で飲みやすい。カルーアの名前はアラビア語でコーヒーを意味する「カフワ(kahua)」が由来元。,度数 約 5 %,2,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_kahlua_milk_01.jpg
222,ビター・カルーアミルク,カルーアミルクの甘みから、よりコーヒー感を加えて味わい深くなっている。コーヒー好きにオススメの甘いカクテル。,度数 約 5 %,2,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_bitter_kahlua_milk_01.jpg
223,カルーア・ソーダ,濃厚なカルーアをソーダで割ると、甘口のカルーアがフレッシュなドリンクに変身。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_kahlua_soda_01.jpg
224,カラ・スポサ,名前は、イタリア語で親愛なる花嫁の意味。濃厚で甘くクリーミーな味わい。,度数 普通 (9度〜24度),1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_cara_sposa_01.jpg??v=2
225,ホット・カルーア・ミルク,カルーアミルクはホットにすると、心温まる大人のカフェオレといった雰囲気で、甘さ引き立つ美味しさ。,度数 弱い (8度以下),7,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_hot_kahlua_milk_01.jpg
226,ホット・ビター・カルーアミルク,甘口で、カルーア・ミルクからコーヒーのビター感を増やしたような味わい。,度数 弱い (8度以下),7,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_hot_bitter_kahlua_milk_01.jpg
227,カルーア豆乳,カルーアを豆乳で割るとまろやかな味わい。,度数 約 5 %,2,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_kahlua_soy_milk_01.jpg
228,ティファナ・コーヒー,ウィンナー・コーヒーにカルーアを加えたカクテル。まろやかなコーヒーといった味わい。,度数 弱い (8度以下),7,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_tijuana_coffee_01.jpg
229,カルーア・ジンジャーレモン,意外な組み合わせだが、よく合う。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_kahlua_ginger_lemon_01.jpg
230,カフェ・カルーア,カルーアとホイップクリームの甘みを感じるコーヒー。,度数 弱い (8度以下),7,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_cafe_kahlua_01.jpg
231,ビター・カルピス・カルーア・ミルク,デザートのような甘くミルキーな味わいの中に、少しコーヒーのビターな風味を感じる。,度数 弱い (8度以下),2,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_bitter_calpis_kahlua_milk_01.jpg
232,カルーア・コーラ,コーラの甘みにカルーアの甘みが加わり、コーヒーの風味の甘みを感じる味わい。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_kahlua_cola_01.jpg
233,サースティー・キャメル,名前を直訳すると「喉の渇いたラクダ」。食後のデザートにぴったりな甘みで、リッチな香りとまったりとしたまろやかな口当たりのカクテル。,度数 約 19 %,2,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_thirsty_camel_01.jpg
234,ニエベ・メヒカーナ,超甘口でミルキーな味わい。,度数 約 9 %,2,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_nieve_mexicana_01.jpg
235,カルーア・ウーロン,エスニック風の紅茶風味な味わい。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_kahlua_oolong_01.jpg
236,カルーア・パイン,カルーアの甘みとパイナップルジュースのフルーティさが意外と良く合い、甘くフルーティな味わい。,度数 約 5 %,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_kahlua_pineapple_01.jpg
237,カルーア・トニック,カルーアの香ばしい甘さとトニックウォーターのさっぱり感の相性が良い。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_kahlua_tonic_01.jpg
238,カルーア・カフェラテ,ミルキーで甘みを感じつつもエスプレッソのビターな風味を感じる味わい。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_kahlua_cafe_latte_01.jpg
239,チョコ・コラーダ,複雑に絡み合った甘みを感じながらも、ラムの風味もしっかりと感じる。甘くクリーミーな味わいで、デザートにぴったりなカクテル。1982年、チャールズ・シューマン氏の創作。,度数 約 15 %,5,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_chocolate_colada-04_01.jpg
240,ブラック・パール,コーヒーリキュールの甘みにココナッツとパイナップルのフルーティーさを感じる味わい。1982年 サントリー トロピカルカクテルのコンテストでグランプリを受賞。岡田省三氏の創作。,,9,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_black_pearl-02_01.jpg
241,タムタム,始めにココナッツとコーヒーリキュールの風味を強く感じ、フルーティーな味わいのカクテル。 1980年 サントリー トロピカルカクテルのコンテストでグランプリを受賞。杉浦俊介氏の創作。,,9,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_tam_tam_01.jpg
242,オーレ,テキーラの風味を感じつつも、コーヒーリキュールの甘みをしっかりと感じる甘いカクテル。,度数 約 22 %,1,2,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_ole-02_01.jpg
243,マンゴヤン・ミルク,フルーティでコクのあるカクテル。ミルキーな甘さが女性にも人気のカクテル。,度数 約 4 %,2,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_mangoyan_milk_01.jpg?v=2
244,マンゴヤン・ココパイン,パイナップルジュースとココナッツリキュールの奏でるハーモニーがトロピカルな雰囲気を盛り上げるカクテル。,度数 約 4 %,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_mangoyan_cocopine_01.jpg
245,マンゴヤン・オレンジ,オレンジの酸味にマンゴーの風味が加わって、更にジューシーでさわやかな味わいのカクテル。,度数 約 4 %,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_mangoyan_orange_01.jpg
246,マンゴヤン・トニック,喉越し爽やかな味わい。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_mangoyan_tonic_01.jpg
247,チャイナブルー,"チャイナブルーは陶磁器を意味する ""China"" が語源。トニックウォーターを入れるレシピと入れないレシピがある。グレープフルーツだけのチャイナブルーはライチの甘みが前面に出る。",度数 約 5.5 %,4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_china_blue_01.jpg
248,チャイナブルー,"チャイナブルーは陶磁器を意味する ""China"" が語源。トニックウォーターを入れるレシピと入れないレシピがある。さっぱり系が好みならトニック入りの方がおすすめ。",度数 約 5.5 %,4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_china_blue_02_01.jpg
249,ライチ＆ブランデー・トニック,みずみずしいライチの香りが引き立つドライですっきりとした味わい。,度数 約 7 %,4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_lychee_brandy_tonic_01.jpg
250,ディタモーニ,ライチリキュールの代表的銘柄である「ディタ」を使い、カンパリを使ったカクテルのスプモーニをもじったカクテル。上品なライチの香り。グレープフルーツとトニックウォーターがライチの良さを引き立たせ、ほんのりと甘く爽やかな味わい。,度数 約 6 %,4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_ditamoni_01.jpg
251,ディタ・サクラドロップ,ライチの香りが鼻に抜け、炭酸が入って甘くてカワイイ色合いのカクテル。,度数 弱い (8度以下),12,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_dita_sakura_drop_01.jpg
252,ライチトニック,ライチの甘みとトニックウォーターの苦味が絶妙にマッチ。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_lychee_tonic_01.jpg
253,ライチ・オレンジ,ライチの香りとオレンジジュースの酸味が合わさったフルーティな味わい。,度数 約 4 %,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_lychee_orange_01.jpg
254,ライチ・コーラ,フルーティなライチの香りにコーラの風味が合わさり、爽快な味わい。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_lychee_cola_01.jpg
255,ディタ・エイジア,ディタのライチの風味と香りを感じるフレバーティーのようで、あっさりとした味わい。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_dita_asia_01.jpg
256,ライチ・マンゴー,ライチのフルーティな香りが漂い、ライチとオレンジの甘みを感じるフルーティな味わい。,,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_lychee_mango_01.jpg
257,ライチ・クランベリー,ライチリキュールのスッキリとした香りが漂い、ライチとクランベリーの甘酸っぱさが良く合った甘くフルーティな味わい。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_lychee_cranberry_01.jpg
258,カシスバック,"クレーム・ド・カシスの甘酸っぱさとジンジャーエールで甘味と酸味のバランスが良い。相性抜群。""バック"" とは、スピリッツにレモン ジュースとジンジャー・エールを加えて作るスタイルのこと。""Buck"" には ""Stag""（雄鹿）の意味があり、キックのある飲み物。",度数 約 5 %,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_cassis_buck_01.jpg
259,カシス・ウーロン,カシスのフルーティな甘味と、ウーロン茶のすっきりとした味わいで、食事に合わせても邪魔をしないカクテル。,度数 約 4 %,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_cassis_oolong_01.jpg
260,カシス・グレープフルーツ,甘口で果実味豊かなカシスに、酸味と果汁感のあるグレープフルーツジュースがマッチして、爽やかでフルーティな味わい。とても甘くて、まるでジュースそのもの。,度数 約 4 %,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_cassis_grapefruit_01.jpg
261,カシス・ミルク,カシスの果実味とミルクの組み合わせが優しい味わい。,度数 約 4 %,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_cassis_milk_01.jpg
262,カシス・オレンジ,カシスの豊かな香りとオレンジ果汁のナチュラルな味わいが絶妙にバランスした優しい味わいで、すっきりとした甘味が特徴。,度数 約 3.2 %,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_cassis_orange_01.jpg
263,カシス・スプライト,スプライトのレモンの風味が僅かに残っており、とても甘いカクテル。,度数 約 5 %,4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_cassis_sprite_01.jpg
264,カシス・パイン,甘く濃厚でフルーティな味わい。女性に人気のカクテル。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_cassis_pineapple_01.jpg
265,アセロラ・カシス,アセロラの酸味とカシスの甘みが合わさり、甘くフルーティな味わい。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_acerola_cassis_01.jpg
266,カシス・マンゴー,くすんだ色だが、カシスとマンゴーの甘みが良く合い、甘くフルーティな味わい。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_cassis_mango_01.jpg
267,生カシオレ・ソーダ,カシスの甘みと搾りたてのオレンジのフレッシュさで、とてもフルーティで甘みがある爽やかなカクテル。,,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_fresh_cassis_orange_soda_01.jpg
268,カシス・ソーダ,カシスリキュールの甘酸っぱくてフルーティーな味わいを感じながら、すっきりとした爽快感がある。レモンスライスを添えて酸味が加わると爽やかさが増し、よりすっきりとした味わいになる。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_cassis_soda_01.jpg
269,カシス・クランベリー,カシスの風味がしっかりとしてクランベリーの後味が良く、フルーティで甘酸っぱい味わい。濃厚な甘さ。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_cassis_cranberry_01.jpg
270,家康,武将の「徳川家康」をイメージして作られたカクテル。底に沈んだカシスの深い赤紫色は、家康の中に隠された闇の心を表現。ジンの香りとライムの酸味でキレのあるまろやかさがあり、カシスのほのかな甘みが味を引き立てている。「ギムレット」をアレンジした「CAVA CAVA」のオリジナル・カクテル。,度数 約 30 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_ieyasu_01.jpg
271,ファジーネーブル,ピーチとオレンジをあわせた甘みと酸味が合わさったフルーティなカクテル。果汁のナチュラル感があり、飲みやすい味わい。ジュース感覚で飲める。,度数 約 5 %,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_fuzzy_navel_01.jpg?v=2
272,トロピカル・ファジーネーブル,あっさりとした味わいがトロピカルで、食事との相性も良い。女性に人気の定番カクテル。,度数 約 4 %,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_tropical_fuzzy_navel_01.jpg?v=2
273,ピーチ＆カシス・トマト,ピーチとカシスの香りのハーモニー。レモンが味を引き締め、トマトジュースのトロリとした口当たりが加わったやや濃度感の高い味わい。,度数 約 5.2 %,4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_peach_cassis_tomato_01.jpg
274,レゲエパンチ,宮城県仙台市発祥とされるカクテル。様々な別称も見られる。烏龍茶の苦味の部分がピーチリキュールによってほとんど相殺され、すっきりとした味わいで飲みやすい。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_reggae_punch_01.jpg
275,ベイサイド・ピーチ,味は軽く爽やかで、くどくない甘さ。,度数 弱い (8度以下),1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_bayside_peach_01.jpg
276,ピーチ・アイスティー,,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_peached_iced_iea_01.jpg
277,ウーウー,名前は求愛する、口説く、支持を得ようとするなどの意味。アメリカでは80年代後半から流行しているカクテル。簡単に作れて、飲みやすい。甘酸っぱく、すっきりとした後味で一気に飲める飲みやすさ。,度数 普通 (9度〜24度),1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_woo_woo_01_01.jpg
278,ウーウー,ウーウーにはシェイクするタイプとビルドでクランベリージュースをFul upするタイプの2種類がある。,度数 普通 (9度〜24度),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_woo_woo_02_01.jpg
279,フローズン・ウーウー,甘くて飲みやすいカクテル・ウーウーが、フローズンカクテルにすることでフルーティさはそのままに、少しドライな味わい。夏のデザートカクテルにぴったり。,度数 普通 (9度〜24度),12,4,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_frozen_woo_woo_01.jpg
280,ピーチ・パイン,甘くてとてもフルーティな味わい。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_peach_pineapple_01.jpg
281,ピーチ・パイン豆乳,甘口でとてもフルーティかつミルキーな味わい。後味さっぱりでスムーズな飲み心地。,度数 約 3.4 %,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_peach_pine_soymilk_01.jpg
282,ピーチ豆乳,ピーチリキュールの甘みが豆乳によく合う。,度数 約 3.4 %,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_peach_soymilk_01.jpg
283,フラミンゴ・レディ,色彩や形態、味覚からフラミンゴを連想させるカクテル。ピーチの香りが漂い、フルーティーな風味。1994年 サントリー カクテル・コンペティション リキュール部門 準優勝。中村健太郎氏創作。カクテル言葉は魅惑。,度数 約 17 %,6,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_flamingo_lady_01.jpg
284,ガルフ・ストリーム,名前はメキシコ湾流という世界最大級の温暖海流で、その鮮やかな海流を彷彿とさせる意味合いから名付けられた。フルーツの風味が合わさってトロピカルな味わい。とても飲みやすい。,度数 約 15 %,2,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_gulf_stream_01.jpg
285,プーケットスリング,グレープフルーツジュースとトニックウォーターを掛け合わせるモーニ系カクテルらしい味わい。甘ざっぱりとして美味しい。,度数 弱い (8度以下),4,3,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_phuket_sling_01.jpg
286,グランブルー,綺麗なブルーで、甘酸っぱくてトロピカルな風味。,度数 普通 (9度〜24度),2,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_grand_blue_02_01.jpg
287,パルファム,ピーチとライチの甘みを感じ、ヨーグルトが入って口当たりが良い。,,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_parfum_01.jpg
288,ファンタジア,名前は「幻想曲」という意味。メルシャン・カクテル・コンペティションの優勝作品。松本和浩氏の創作。白ワインとピーチリキュールの風味が引き立っている。見た目もかわいらしく、女性好みの仕上がり。,度数 約 14 %,5,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_fantasia_01.jpg
289,ブレイン・ヘモレージ,脳内出血という意味。ベイリーズとピーチリキュールが混ざりあうと特有の凝固が発生し、飲む際に独特の舌触りが生まれる。非常に濃厚で甘口。,度数 約 18 %,13,5,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_brain_hemorrhage_01.jpg
290,ピーチ・グレープフルーツ,ピーチとグレープフルーツが合わさったフルーティな味わい。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_peach_grapefruit_01.jpg
291,ピーチ・グリーンティー,ピーチリキュールのまろやかでフルーティな甘さを緑茶がすっきりとした味わいに仕上げたカクテル。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_peach_green_tea_01.jpg
292,ピーチ・ジャスミン・カクテル,仄かに桃を感じるようなフレーバーティーの味わい。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_peach_jasmine_cocktail_01.jpg
293,ピーチ・アップル,甘くてフルーティで、アルコールを感じさせない。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_peach_apple_01.jpg
294,ピーチ・ミルク,甘くミルキーな味わい。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_peach_milk_01.jpg
295,ピーチ・カルピスソーダ,ピーチとカルピスの甘みで喉越し爽快。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_peach_calpis_01.jpg
296,ヒッチビー,ピーチとスプライトの甘みを感じつつもドライな味わい。,,2,3,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_hitchbee_01.jpg
297,フルーツ・ミックス,4種類それぞれの果実の甘みがに牛乳のミルキーさが合わさり、甘くフルーティな味わい。ミックスジュースのように飲みやすい。武縄裕介氏の創作。,度数 約 7 %,0,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_fruit_mix_01.jpg
298,ピーチ・ジンジャー,ジンジャーエールの風味の中に、ほのかにピーチの風味が感じられ、アルコールが苦手な人でも飲みやすい味。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_peach_ginger_01.jpg
299,ピーチ・コーラ,ピーチリキュールのフルーティな甘みとコーラの爽やかな甘みが良く合い、甘い味わい。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_peach_cola_01.jpg
300,コアントロー・オレンジ,スクリュー・ドライバーのバリエーションの1つで、ベースのウォッカをコアントローに替えたもの。甘いカクテル。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_cointreau_orange_01.jpg
301,コアントロー・ソーダ,オレンジの香りと、ほのかな甘酸っぱさ。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_cointreau_soda_01.jpg?v=2
302,コアントロー・フィズ,香り高いオレンジの芳香が存分に味わえるカクテル。ライムとレモンが甘みを引き締めていて、すっきり爽快。,度数 約 10 %,0,3,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_cointreau_fizz_01.jpg
303,コアントロー・フィズ ・オレンジ,コアントロー・フィズにさらにオレンジの風味をプラスし、よりフルーティーな味わい。,度数 約 8 %,5,3,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_cointreau_fizz_orange_01.jpg
304,コアントロー・トニック,コアントローの甘く爽やかなオレンジの香りと、トニックウォーターのほろ苦さが良く合う。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_cointreau_tonic_01.jpg?v=3
305,ベルベット・ハンマー,名前の「velvet」は「ビロード状のもの、滑らかさ、柔らかさ」の意味。なめらかな口当たり。オレンジ&コーヒー風味で、とても甘くてクリーミー。デザートにぴったり。映画「カクテル」にも登場したカクテル。カクテル言葉は「今宵もあなたを想う」。,度数 約 23 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_velvet_hammer_01.jpg
306,カフェ・ア・ラ・ジュ・セ,オレンジ風味のコーヒーカクテル。フランスの南部、農村地帯でよく飲まれる。,度数 弱い (8度以下),7,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_cafe_a_la_jet_set_01.jpg
307,カフェ・ブラックジャック,濃厚でフルーティなオレンジ系リキュールの香り。スノースタイルがおしゃれなカクテル。,度数 弱い (8度以下),0,4,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_cafe_blackjack_01.jpg
